"hh_refno","Maize_yield","phosphorous","sulfur","pH","Clay","Ca","Mg","K","C_capacity","Al_exc","Al_sat","Mg_indicator","K_indicator","P_indicator","S_indicator","Ca_indicator","farmproc_ph_indicator","soil_fertility_indicator","C_deficit_indicator","N_PNB","P_PNB","K_PNB","N_added","P_added","K_added","N_PNBI","P_PNBI","K_PNBI","all_PNBI","lands_eplot","landscape_no","eplot_no","Carbon_storage","Water_storage","Nutrient_supply"
"TZA-L18-H16",274.561111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.61262666666667,-1.12570055555556,-1.31789333333333,0,0,0,0.333,0.333,0.333,0.999,"L18 _ 4","L18",4,0.318394820766058,0.291645026234742,0.497480857112938
"TZA-L18-H18",172.9735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9059548,-0.70919135,-0.8302728,0,0,0,0.333,0.333,0.333,0.999,"L18 _ 7","L18",7,0.194790807763254,0.218949901551853,0.076110998681412
"TZA-L18-H19",790.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.6323976,-9.6272108,-25.0267944,227.3366,0,0,0.1665,0.210806622222222,0.187288577777778,0.5645952,"L18 _ 13","L18",13,0.339931375581642,0.349814368355804,0.486729892427871
"TZA-L18-H20",154.440625,15.58413167,7.604384,6.380694333,28.36942367,7.2528415,2.512774148,0.569842236,73.3749043690809,0.245350733,2.31882781251519,0.016408772736,0.11834951552,0.071413682189,0.0434932128,0.167,0.167,0.583665183245,0.779163231053017,-11.18150125,-1.99691728125,-5.8563885,0,0,0,0.333,0.333,0.333,0.999,"L18 _ 7","L18",7,0.194790807763254,0.218949901551853,0.076110998681412
"TZA-L18-H21",635.412857142857,114.354804,10.61277867,7.092058333,34.074799,18.41858667,3.143556574,0.907503001,69.1036962563331,0.369690233,1.61865574928634,0.036593810368,0.167,0.167,0.093733403789,0.167,0.167,0.798327214157,0.636789641532115,-8.67173813333333,22.8946406706667,-0.779834825644444,1.84505066666667,25.4612379373333,2.22496197435556,0.333,0.1665,0.333,0.8325,"L18 _ 4","L18",4,0.318394820766058,0.291645026234742,0.497480857112938
"TZA-L18-H22",857.424578313253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.018606372549,6.00592118363235,-4.26518017134665,59.4641224313726,9.77536260275,0.147824416888644,0.08325,0.24975,0.333,0.666,"L18 _ 2","L18",2,0.197776422242109,0.440573090610324,0.331598341527239
"TZA-L18-H25",1482.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.908184,-6.078783,-7.116624,0,0,0,0.278797955555556,0.309360377777778,0.333,0.921158333333333,"L18 _ 8","L18",8,0.0727686948134474,0.481919956245263,0.299779298989085
"TZA-L18-H28",1937.77001026694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.6823475155463,-6.62384824580419,-8.64726585444337,15.5253650188011,0,0,0.2775,0.2775,0.31018835016835,0.86518835016835,"L18 _ 8","L18",8,0.0727686948134474,0.481919956245263,0.299779298989085
"TZA-L18-H30",1323.77678571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.6466758928571,-3.07116214285714,-4.20961017857143,91.3405982142857,0,0,0.0630317658730159,0.32841683531746,0.333,0.724448601190476,"L18 _ 10","L18",10,0.197776422242109,0.440573090610324,0.331598341527239
"TZA-L18-H32",224.640909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02072431818182,-1.31976534090909,-3.02142022727273,15.5002227272727,0,0,0.333,0.333,0.333,0.999,"L18 _ 1","L18",1,0.319279320504869,0.353841035213704,0.715762653863409
"TZA-L19-H02",778.283464566929,5.651809667,14.954975,5.681151333,59.53268267,6.031759033,2.444046114,0.838210984,56.4635458628604,0.513624867,5.22632915777577,0.014209475648,0.167,0.0048671247689,0.1662480825,0.129016289056,0.167,0.6483409719729,0.21545133721686,-13.0751622047244,-3.19096220472441,-3.73576062992126,0,0,0,0.333,0.333,0.333,0.999,"L19 _ 8","L19",8,0.0718171124056199,0.383448553796587,0
"TZA-L19-H05",282.405714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1463809285714,24.3532567714286,-4.85208317857143,40.5958214285714,25.4175733071429,0,0.1665,0.1665,0.333,0.666,"L19 _ 2","L19",2,0.197776422242109,0.440573090610324,0.331598341527239
"TZA-L19-H09",1572.48636363636,17.304004,12.50018667,6.151369,49.25220167,8.270590333,3.255686048,0.904896641,89.0441007927639,0.370177933,2.89170990078523,0.040181953536,0.167,0.0829368268,0.125253117389,0.167,0.167,0.749371897725,1,-18.6071844867947,-4.61278116909264,-5.32714476590636,0,0,0,0.226297864923747,0.281857908496732,0.333,0.841155773420479,"L19 _ 6","L19",6,0.942168176324845,0.440147295832423,0.331641180424352
"TZA-L19-H10",1059.02142857143,5.25304,7.95607,5.945869333,61.00512667,5.426836667,2.117597067,0.428716226,47.160268496087,0.2974874,3.59691021442633,0.00376310614400001,0.07318919232,0.002195368,0.049366369,0.109658773344,0.167,0.405172808808,0,-17.79156,-4.34198785714286,-5.08330285714286,0,0,0,0.333,0.333,0.333,0.999,"L19 _ 9","L19",9,0.0753067507260746,0.558862413056092,0.0072959709219601
"TZA-L19-H13",494.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.302728,-2.026261,-2.372208,0,0,0,0.333,0.333,0.333,0.999,"L19 _ 7","L19",7,0,0.294137689111482,0.282051892822543
"TZA-L19-H20",608.258461538461,33.962182,12.02400767,6.266323667,42.82410367,10.06429,3.860790986,0.996104051,98.5331497279404,0.379576267,2.48076719490271,0.059545311552,0.167,0.167,0.117300928089,0.167,0.167,0.844846239641,1,-26.342097002849,-7.47031503133903,-7.68320549287749,0,0,0,0.208358600823045,0.250424773662551,0.333,0.791783374485597,"L19 _ 6","L19",6,0.942168176324845,0.440147295832423,0.331641180424352
"TZA-L19-H23",520.221052631579,7.543883667,8.762830667,6.041821667,47.097484,6.4779645,3.183235059,0.72122829,56.2436878203706,0.381997367,3.54870194492324,0.037863521888,0.167,0.0175440205689,0.0628392721389,0.143294864,0.167,0.5955416785958,0.208122736533395,-18.6717218042796,-5.36556257058285,-5.45660125479338,0,0,0,0.297641492063492,0.305070226551227,0.333,0.935711718614719,"L19 _ 3","L19",3,0.604061368266698,0.449015669581702,0.126630315268171
"TZA-L19-H24",1976.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.210912,-8.105044,-9.488832,0,0,0,0.186545422222222,0.264332355555556,0.333,0.783877777777778,"L19 _ 2","L19",2,0.197776422242109,0.440573090610324,0.331598341527239
"TZA-L19-H25",1629.26373626374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.3716307692308,-6.67998131868132,-7.82046593406593,0,0,0,0.251426324786325,0.296000415140415,0.333,0.88042673992674,"L19 _ 4","L19",4,0.89428335968343,0.585732101386476,0.274365991417635
"TZA-L19-H26",514.802083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.648675,-2.11068854166667,-2.47105,0,0,0,0.333,0.333,0.333,0.999,"L19 _ 2","L19",2,0.197776422242109,0.440573090610324,0.331598341527239
"TZA-L19-H27",418.822033898305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.03621016949153,-1.71717033898305,-2.01034576271186,0,0,0,0.333,0.333,0.333,0.999,"L19 _ 8","L19",8,0.0718171124056199,0.383448553796587,0
"TZA-L19-H29",1308.20294117647,13.70575667,10.756808,6.072471,52.357485,7.944240167,3.498938476,0.79737125,82.1326991742166,0.384520467,3.04568969546717,0.047966031232,0.167,0.058828569689,0.0961386936,0.167,0.167,0.703933294521,1,-21.9778094117647,-5.36363205882353,-6.27937411764706,0,0,0,0.311357673202614,0.325252620915033,0.333,0.969610294117647,"L19 _ 3","L19",3,0.604061368266698,0.449015669581702,0.126630315268171
"TZA-L19-H31",166.795875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8021707,-0.6838630875,-0.8006202,0,0,0,0.333,0.333,0.333,0.999,"L19 _ 1","L19",1,0.132465281476692,0.403869230661826,0.0238599215717006
"TZA-L19-H32",411.841666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.91894,-1.68855083333333,-1.97684,0,0,0,0.333,0.333,0.333,0.999,"L19 _ 13","L19",13,0.486663596313615,0.441649049595138,0.07416609732196
"TZA-L20-H01",1186.104,6.622769667,5.893678,6.481849,29.92133033,4.689395667,2.113432209,0.360245789,18.269639641801,0.233913267,3.16227768347232,0.003629830688,0.05127865248,0.0113725567689,0.0149244226,0.086060661344,0.167,0.3342661238809,0,-18.3301153297297,-4.88386336216216,-5.29899976216216,0,0,0,0.333,0.333,0.333,0.999,"L20 _ 3","L20",3,0.0274060439441421,0.516835601979137,0.440142995597075
"TZA-L20-H05",889.578,11.977097,8.614870667,6.108615333,43.91769267,7.986743667,3.37531798,0.866463174,68.8416584337148,0.2930742,2.34054931409706,0.04401017536,0.167,0.0472465499,0.0603683401389,0.167,0.167,0.6526250653989,0.628055048318298,-14.9449104,-3.6472698,-4.2699744,0,0,0,0.333,0.333,0.333,0.999,"L20 _ 10","L20",10,0.191902131288149,0.492662743832327,0.326025812587949
"TZA-L20-H07",4447.89,6.554762,9.224758,6.704046333,37.69482033,7.917461167,3.483888779,0.634559062,36.7314008313358,0.260620433,2.11946333516691,0.047484440928,0.13905889984,0.0109169054,0.0705534586,0.167,0.167,0.602013704768,0,-50.705946,-13.288071375,-14.4278431875,0,0,0,0.129514777777778,0.149153969444444,0.325667377777778,0.604336125,"L20 _ 9","L20",9,0,0.481100137271183,0.61566808603661
"TZA-L20-H08",370.6575,7.966681667,13.20227367,6.211481333,54.27821967,9.982793667,4.516370554,1.023000121,39.5604468022813,0.36254,2.28232135892782,0.080523857728,0.167,0.0203767671689,0.136977970289,0.167,0.167,0.7388785951859,0,3.66421414285714,2.28272068928571,18.4972389289286,19.0623857142857,6.64324142142857,22.9874897860714,0.333,0.321109587460317,0.228868700789683,0.88297828825,"L20 _ 7","L20",7,0.0946118949179661,0.562195858903228,0.80071031254514
"TZA-L20-H10",1111.9725,10.55087567,15.11529967,6.882118333,54.83588267,10.688155,4.424033158,1.134666928,44.5578665760293,0.372115,2.23909783864088,0.077569061056,0.167,0.037690866989,0.167,0.167,0.167,0.783259928045,0,-19.0092665442177,-5.32881092006803,-5.48741198639456,0,0,0,0.301021555555556,0.307914296296296,0.333,0.941935851851852,"L20 _ 9","L20",9,0,0.481100137271183,0.61566808603661
"TZA-L20-H11",1040.44210526316,10.69785967,17.998521,6.102950333,55.32201067,8.477967,3.584646155,1.008775015,49.8518727706924,0.513355433,3.77891146128538,0.05070867696,0.167,0.038675659789,0.167,0.167,0.167,0.757384336749,0,-45.3601379482038,-14.2588461787803,-16.313719336675,18.0425873015873,0,0,0.197378050088183,0.149323703703704,0.318603570723104,0.665305324514991,"L20 _ 6","L20",6,0,0.557219966630209,0.889678430511804
"TZA-L20-H12",272.319795918367,9.882034,10.45792533,6.221983667,48.824434,8.470527667,3.740611037,0.642494604,41.9860896318348,0.2674754,2.0385121863743,0.055699553184,0.14159827328,0.0332096278,0.091147353011,0.167,0.167,0.655654807275,0,-43.0989152428294,-12.5576309835598,-12.6211722692741,0,0,0,0.111,0.148331740979689,0.327199382149363,0.586531123129052,"L20 _ 9","L20",9,0,0.481100137271183,0.61566808603661
"TZA-L20-H13",5083.30285714286,6.655224333,9.559948667,6.37936,47.58333567,9.057102,3.77587446,0.80388255,48.3289432024907,0.271991333,1.95552706580733,0.05682798272,0.167,0.0115900030311,0.0761511427389,0.167,0.167,0.64556912849,0,-66.5130627692308,-17.4005367032967,-19.1796927032967,0,0,0,0.013185347008547,0.0671163145299145,0.308723034920635,0.389024696459096,"L20 _ 5","L20",5,0.18028013868528,0.563230819510994,0.583608841364911
"TZA-L20-H16",1302.86032953105,10.61891267,8.493490667,6.927578,51.344977,9.542875167,4.403577163,0.831260775,36.7105365649305,0.2786535,1.85073535541744,0.076914469216,0.167,0.038146714889,0.0583412941389,0.167,0.167,0.6744024782439,0,-51.2013120467836,-22.962050804567,-22.3329031704929,31.0398561403509,0.483458764912281,1.67290374011696,0.198563456790123,0.211499447383892,0.222,0.632062904174015,"L20 _ 6","L20",6,0,0.557219966630209,0.889678430511804
"TZA-L20-H17",166.795875,5.671624667,10.545566,6.576752667,55.35591433,8.939776167,4.249523628,0.799717124,34.2650627997801,0.293616,2.05575541754214,0.071984756096,0.167,0.0049998852689,0.0926109522,0.167,0.167,0.6705955935649,0,-13.1007506561224,-3.77114378864796,-3.82952234489796,0,0,0,0.314281496598639,0.312517505668934,0.333,0.959799002267574,"L20 _ 5","L20",5,0.18028013868528,0.563230819510994,0.583608841364911
"TZA-L20-H19",1050.19625,12.689674,7.354628667,6.388494,28.50979433,6.468616833,2.754957979,0.476450487,45.6472637426626,0.227604467,2.29263653424603,0.024158655328,0.08846415584,0.0520208158,0.0393222987389,0.142995738656,0.167,0.5139616643629,0,-30.0035899591837,-8.18320986734694,-8.70213036734694,0,0,0,0.215464218518519,0.25358970202192,0.333,0.802053920540438,"L20 _ 8","L20",8,0.0758326606280142,0.606580561908868,0.491515884675007
"TZA-L20-H20",1831.48411764706,9.303527333,9.108832667,6.571201,54.757069,9.078497,3.878604351,0.97096417,50.8206307977407,0.407119933,2.84000464665352,0.060115339232,0.167,0.0293336331311,0.0686175055389,0.167,0.167,0.659066477902,0.0273541871892551,-83.3967482245989,-23.6891767139037,-24.3301961550802,0,0,0,0.106839260130719,0.138787945751634,0.222781841414141,0.468409047296494,"L20 _ 1","L20",1,0.166488864114959,0.578984748345727,1
"TZA-L20-H23",45.7601851851852,6.870920333,10.34600333,5.969758,55.00004567,9.287720833,4.461738408,0.928850714,42.6345162704385,0.312899,2.08721658766313,0.078775629056,0.167,0.0130351662311,0.089278255611,0.167,0.167,0.6820890508981,0,15.1323548856209,-5.34478962962963,-5.36080569444444,33.4318529411765,0,0,0.271869550653595,0.27203375,0.333,0.876903300653595,"L20 _ 8","L20",8,0.0758326606280142,0.606580561908868,0.491515884675007
"TZA-L20-H24",1153.15666666667,5.986023,6.905619333,6.360607667,30.78396867,5.0184955,2.394141116,0.442502662,25.5726446517973,0.238167933,2.94277638041831,0.012612515712,0.07760085184,0.0071063541,0.0318238428611,0.096591856,0.167,0.3927354205131,0,-19.373032,-4.72794233333333,-5.535152,0,0,0,0.333,0.333,0.333,0.999,"L20 _ 10","L20",10,0.191902131288149,0.492662743832327,0.326025812587949
"TZA-L20-H26",425.861808510638,7.747913333,6.249709333,6.422836333,32.31580267,6.256306,2.767161907,0.408041552,53.7081046465665,0.246387267,2.54587617512049,0.024549181024,0.06657329664,0.0189110193311,0.0208701458611,0.136201792,0.167,0.4341054348562,0.123603305858536,-20.5494510335946,-5.84763052323628,-5.99668215621501,0,0,0,0.25569764619883,0.278175248538012,0.333,0.866872894736842,"L20 _ 5","L20",5,0.18028013868528,0.563230819510994,0.583608841364911
"TZA-L20-H27",394.116835443038,8.148966333,14.224111,6.318752,59.92833333,10.0670625,4.437047555,1.047888596,37.0756101939198,0.398610333,2.49902892986622,0.07798552176,0.167,0.0215980744311,0.1540426537,0.167,0.167,0.7546262498911,0,-31.0974726340366,-16.2419244508631,-16.3338850457998,24.6855398989899,0,0,0.200930783703704,0.111,0.30688928026936,0.618820063973064,"L20 _ 7","L20",7,0.0946118949179661,0.562195858903228,0.80071031254514
"TZA-L20-H28",723.234146341463,9.652791667,7.125190333,6.365081667,30.95967567,7.153272667,2.497809885,0.540398271,54.1866098236899,0.218656567,2.10041960839097,0.01592991632,0.10892744672,0.0316737041689,0.0354906785611,0.167,0.167,0.52602174577,0.139553476834296,-16.2709538631579,2.42783956107314,-9.10769576165413,14.9563552631579,11.2810171727273,0,0.24975,0.19801729005848,0.333,0.78076729005848,"L20 _ 10","L20",10,0.191902131288149,0.492662743832327,0.326025812587949
"TZA-L20-H29",5132.18076923077,11.87281067,11.627567,6.763709333,52.17529,9.9073185,4.201559846,1.044977438,44.6482463335591,0.350538,2.26089458822791,0.070449915072,0.167,0.046547831489,0.1106803689,0.167,0.167,0.728678115461,0,-30.1373059615385,-22.3356783894231,-24.1319416586538,53.282015625,0,0,0.133633194444444,0,0.287422870459402,0.421056064903846,"L20 _ 2","L20",2,0,0.57447714147275,0.912912355300592
"TZA-L20-H30",1945.951875,13.72223533,14.76326933,7.076327333,57.96835267,11.47612383,4.642968495,1.147042355,42.9406204659185,0.370226167,2.09922086654842,0.08457499184,0.167,0.058938976711,0.163046597811,0.167,0.167,0.807560566362,0,-28.6959506428571,-7.91574391964286,-8.30625807142857,0,0,0,0.185118931481482,0.245511161574074,0.333,0.763630093055556,"L20 _ 1","L20",1,0.166488864114959,0.578984748345727,1
"TZA-L22-H03",336.961363636364,8.993436946,11.28082367,6.831453056,31.59924249,7.73750861,3.00839805583333,0.272128354615385,29.1667417536655,0.0651745,0.588047170630059,0.0322687377866666,0.0230810734769232,0.0272560275382,0.104889755289,0.167,0.167,0.52149559409079,0,-5.94050404040404,-1.64861467171717,-1.72723898989899,0,0,0,0.333,0.333,0.333,0.999,"L22 _ 3","L22",3,0.0312502987283019,0.459136851101872,0.16255228853364
"TZA-L22-H05",0,6.864002778,3.919617556,6.552757778,10.92474334,2.738326514,0.71437777775,0.106010420230769,17.6684255212133,0.093872055,2.57001574469358,0,0,0.0129888186126,0,0.023626448448,0.167,0.2036152670606,0,0,0,0,0,0,0,0.333,0.333,0.333,0.999,"L22 _ 4","L22",4,0,0.49719628548303,0.0324907674789398
"TZA-L22-H13",1029.60416666667,6.480869167,10.19563839,6.477024167,51.17593389,7.887384305,3.13077905083333,0.612454764871795,43.495958040303,0.105956333,0.902787550302214,0.0361849296266666,0.131985524758974,0.0104218234189,0.086767161113,0.167,0.167,0.599359438917541,0,-14.7909992857143,-3.91102497023809,-4.27138642857143,0,0,0,0.333,0.333,0.333,0.999,"L22 _ 6","L22",6,0,0.526130243083295,0
"TZA-L22-H14",308.88125,14.32527889,10.87539928,6.447478889,34.25009611,7.43603736,3.08258381916667,0.304973717948718,24.3298604712756,0.0914565,0.837893443398443,0.0346426822133334,0.0335915897435898,0.062979368563,0.098119167976,0.167,0.167,0.563332808495923,0,-8.71456966666667,-2.38456325,-2.52870783333333,0,0,0,0.333,0.333,0.333,0.999,"L22 _ 6","L22",6,0,0.526130243083295,0
"TZA-L22-H15",2471.05,15.79351333,10.07295981,7.270631111,44.29255917,8.85221597,3.20465439833333,0.481714943076923,29.8086112276,0.108185805,0.855442104582883,0.0385489407466666,0.0901487817846154,0.072816539311,0.084718428827,0.167,0.167,0.620232690669282,0,-30.8606688888889,-7.68771111111111,-8.84086777777778,0,0,0,0.173861925925926,0.257202888888889,0.333,0.764064814814815,"L22 _ 1","L22",1,0,0.366145845459495,0.210000756363693
"TZA-L22-H16",353.007142857143,6.089213056,9.900606417,6.622066666,24.11685556,4.609999472,2.25783729166667,0.232143148153846,19.158241395039,0.033381778,0.46796699020094,0.00825079333333344,0.0102858074092307,0.0077977274752,0.0818401271639,0.083519983104,0.167,0.358694438485664,0,-5.22764355555556,-1.3382893015873,-1.50302596825397,0,0,0,0.333,0.333,0.333,0.999,"L22 _ 7","L22",7,0,0.378117729549145,0
"TZA-L22-H19",247.105,18.19890278,8.450934361,6.649400833,13.68986167,4.511820528,1.01263305583333,0.135558867512821,24.9113949753924,0.056354417,0.985843251454999,0,0,0.088932648626,0.0576306038287,0.080378256896,0.167,0.3939415093507,0,-7.975313875,-2.02780540625,-2.168346375,0,0,0,0.333,0.333,0.333,0.999,"L22 _ 8","L22",8,0.0623120216107322,0.550463084263239,0.00257742952200091
"TZA-L22-H20",1235.525,58.83492194,9.441927556,6.307290833,12.21579917,4.686968764,1.07041439833333,0.167039586897436,31.7237567079955,0.089373444,1.48614022039191,0,0,0.167,0.0741801901852,0.085983000448,0.167,0.4941631906332,0,-14.5632527419355,-3.38374427419355,-3.91382435483871,0,0,0,0.328962111111111,0.332437194444444,0.333,0.994399305555556,"L22 _ 8","L22",8,0.0623120216107322,0.550463084263239,0.00257742952200091
"TZA-L22-H22",1205.39024390244,74.55833111,14.12532141,5.838805555,18.67371222,5.126423165,1.2037570375,0.220622962974359,28.5971812051721,0.319472417,4.65006699025224,0,0.00659934815179487,0.167,0.152392867547,0.10004554128,0.167,0.593037756978795,0,-12.484007594235,-2.75185113636364,-5.30782635809313,0,0,0,0.331774688346883,0.333,0.333,0.997774688346884,"L22 _ 13","L22",13,0,0.405858985462657,0.523326860526212
"TZA-L22-H29",755.043055555555,33.01981445,14.86268772,6.474593056,54.38550195,8.228124445,3.553847685,0.760687521538462,55.988065763369,0.135912389,1.07198498825762,0.04972312592,0.167,0.167,0.164706884924,0.167,0.167,0.882430010844,0.199602002152081,-12.7030274074074,-3.30846138888889,-3.66081481481481,0,0,0,0.333,0.333,0.333,0.999,"L22 _ 11","L22",11,0.0399204004304162,0.497876080840129,0.259755052286053
"TZA-L22-H30",1965.60795454545,10.37786528,5.270400722,6.549748333,13.43155722,3.281058278,0.817911365833333,0.105949009974359,20.2886864350931,0.102811306,2.38667017104735,0,0,0.036531697376,0.00451569205739999,0.040993864896,0.167,0.2490412543294,0,-27.6470690207337,-7.02349654944179,-7.940780261563,0,0,0,0.222,0.250755664983165,0.333,0.805755664983165,"L22 _ 3","L22",3,0.0312502987283019,0.459136851101872,0.16255228853364
